diploma;position;programming_skill;matplotlib;seaborn;plotly;geoplotlib;no_dataviz;scikitlearn;tensorflow;keras;pytorch;fastai;no_machine_learning;linear_regression;decision_trees_or_random_forests;gradient_boosting;dense_neural_networks;convolutional_neural_networks;no_machine_learning_algorithm;main_activity_data_analyze;main_activity_build_run_data_infrastructure;main_activity_build_prototype_for_machine_learning;main_activity_improvement_of_machine_learning_model
Bachelor’s degree;Machine Learning Engineer;Python;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;;Keras;;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;Convolutional Neural Networks;;;;;
Master’s degree;Data Scientist;Python;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;;;PyTorch;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Master’s degree;Data Scientist;R;;;;;;;;;;;;Linear or Logistic Regression;Decision Trees or Random Forests;;;;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;
No formal education past high school;Data Analyst;SQL;;;;;None;;;;;;;Linear or Logistic Regression;;Gradient Boosting Machines (xgboost, lightgbm, etc);;;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;;Experimentation and iteration to improve existing ML models
Doctoral degree;Machine Learning Engineer;Python;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;TensorFlow;Keras;PyTorch;;;Linear or Logistic Regression;Decision Trees or Random Forests;;Dense Neural Networks (MLPs, etc);Convolutional Neural Networks;;;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Bachelor’s degree;Data Scientist;Python;;;;;None;Scikit-learn;TensorFlow;;;;;Linear or Logistic Regression;;Gradient Boosting Machines (xgboost, lightgbm, etc);;Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;
Master’s degree;Machine Learning Engineer;Python;Matplotlib;Seaborn;;;;;TensorFlow;Keras;;;;;;;;Convolutional Neural Networks;;;;;
Doctoral degree;Data Scientist;Python;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;TensorFlow;Keras;PyTorch;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);Dense Neural Networks (MLPs, etc);Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Professional degree;Data Scientist;Python;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;;;;;;Linear or Logistic Regression;;;;;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Bachelor’s degree;Data Analyst;Python;Matplotlib;Seaborn;;;;Scikit-learn;;;PyTorch;;;Linear or Logistic Regression;Decision Trees or Random Forests;;Dense Neural Networks (MLPs, etc);Convolutional Neural Networks;;;;;
Doctoral degree;Data Scientist;Python;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;TensorFlow;Keras;PyTorch;;;;;Gradient Boosting Machines (xgboost, lightgbm, etc);;Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Bachelor’s degree;Data Analyst;Python;Matplotlib;Seaborn;;;;Scikit-learn;TensorFlow;Keras;;;;;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;;;Analyze and understand data to influence product or business decisions;;;
Master’s degree;Data Analyst;Python;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;TensorFlow;Keras;PyTorch;;;Linear or Logistic Regression;Decision Trees or Random Forests;;;Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;
Master’s degree;Data Scientist;Python;Matplotlib;Seaborn;;;;Scikit-learn;TensorFlow;Keras;;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Master’s degree;Data Analyst;Python;Matplotlib;;;;;;;;;;;;;;;;;;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;;
Master’s degree;Machine Learning Engineer;Python;Matplotlib;;;;;Scikit-learn;TensorFlow;Keras;PyTorch;Fast.ai;;;;;;Convolutional Neural Networks;;;;;Experimentation and iteration to improve existing ML models
Master’s degree;Data Scientist;Python;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;TensorFlow;Keras;;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);Dense Neural Networks (MLPs, etc);Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Doctoral degree;Data Analyst;Python;;;;;;Scikit-learn;;;;;;;;;Dense Neural Networks (MLPs, etc);;;Analyze and understand data to influence product or business decisions;;;
Master’s degree;Data Scientist;Python;;;Plotly / Plotly Express;;;;;;;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Bachelor’s degree;Data Analyst;Python;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;TensorFlow;Keras;PyTorch;;;Linear or Logistic Regression;Decision Trees or Random Forests;;;;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;;
Master’s degree;Data Analyst;Python;;;;;;Scikit-learn;TensorFlow;Keras;;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;;;Analyze and understand data to influence product or business decisions;;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Doctoral degree;Data Scientist;Python;;;;;None;;;;;;None;Linear or Logistic Regression;Decision Trees or Random Forests;;;;;Analyze and understand data to influence product or business decisions;;;
Master’s degree;Data Scientist;Python;Matplotlib;Seaborn;;;;Scikit-learn;;Keras;;;;Linear or Logistic Regression;;;Dense Neural Networks (MLPs, etc);;;;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;;Experimentation and iteration to improve existing ML models
Master’s degree;Data Scientist;Python;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;TensorFlow;Keras;PyTorch;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);Dense Neural Networks (MLPs, etc);Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Master’s degree;Data Analyst;C++;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;;;;;;Linear or Logistic Regression;Decision Trees or Random Forests;;;;;Analyze and understand data to influence product or business decisions;;;
Doctoral degree;Data Scientist;SQL;;;;;None;;;;;;None;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;;;Analyze and understand data to influence product or business decisions;;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Master’s degree;Data Engineer;Python;Matplotlib;;;;;;TensorFlow;Keras;PyTorch;Fast.ai;;;;;;Convolutional Neural Networks;;;;;Experimentation and iteration to improve existing ML models
Doctoral degree;Machine Learning Engineer;Python;Matplotlib;Seaborn;;;;Scikit-learn;TensorFlow;Keras;;;;;;;;;;Analyze and understand data to influence product or business decisions;;Build prototypes to explore applying machine learning to new areas;
Some college/university study without earning a bachelor’s degree;Machine Learning Engineer;Python;Matplotlib;;;;;Scikit-learn;TensorFlow;;PyTorch;;;;;;;Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Professional degree;Data Analyst;Python;;;Plotly / Plotly Express;;;;;;PyTorch;;;;;;;;None;Analyze and understand data to influence product or business decisions;;;
Professional degree;Data Scientist;Python;Matplotlib;Seaborn;;;;Scikit-learn;TensorFlow;Keras;;;;Linear or Logistic Regression;Decision Trees or Random Forests;;;;;;;;Experimentation and iteration to improve existing ML models
Bachelor’s degree;Data Scientist;C++;Matplotlib;;;;;;TensorFlow;Keras;;;;;;;;Convolutional Neural Networks;;;;;
Master’s degree;Data Scientist;Python;Matplotlib;Seaborn;;;;Scikit-learn;;;;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Bachelor’s degree;Machine Learning Engineer;Javascript;;;;;;;;;;;;;;;;;;;;;
Bachelor’s degree;Data Engineer;Python;;;;;;;;;;;;;;;;;;;;;
Bachelor’s degree;Data Scientist;Python;Matplotlib;;Plotly / Plotly Express;;;Scikit-learn;TensorFlow;Keras;;Fast.ai;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;
Master’s degree;Data Analyst;Python;Matplotlib;;;;;;TensorFlow;;;;;Linear or Logistic Regression;Decision Trees or Random Forests;;;;;Analyze and understand data to influence product or business decisions;;;
